timestamp,sensor1,sensor2,sensor3,mechanical_failure
07/09/2019 02:14 PM,49.85148687905054,41.434727833171884,24.586037124867907,0
06/27/2015 07:06 PM,59.832055311487025,32.6186846057227,50.90437837221812,1
05/19/2008 10:18 AM,34.07802451562288,55.86516304188072,46.171293148107196,1
11/24/2012 05:37 AM,34.30491972650698,66.29472484712906,51.64659772843252,0
11/27/2018 03:22 AM,40.370602112595144,60.94874698628071,55.7249452525508,1
02/11/2015 01:16 AM,48.31301316302144,37.05998453232319,37.10909479868576,0
07/03/2013 08:53 PM,47.79850077498421,70.2565773406045,26.872665010206696,1
09/09/2011 09:53 AM,53.21927023719107,42.71711288774395,24.32985741785221,1
04/24/2013 06:07 PM,46.00901574535717,61.17956891879262,39.09517268529159,0
09/19/2008 07:55 PM,47.69587571529972,54.82194543440916,27.993151462106038,0
11/05/2016 07:52 PM,49.52421216296866,46.67135860342263,57.30618798888137,0
10/30/2015 11:52 AM,47.85930575652103,34.70913873608197,29.546919333526347,1
02/27/2016 07:28 PM,49.151357217635244,71.61409645242892,44.21927946712033,0
08/09/2012 05:38 PM,42.0568812013513,26.599511614595663,43.76196574101126,0
10/04/2010 07:14 PM,60.91645468840346,55.15711326797504,33.17179995565614,0
06/17/2010 07:39 AM,50.9158108721426,58.98275207680591,37.80340774288648,0
06/23/2020 08:13 PM,60.90195476818491,47.5086092191361,43.76239775707057,0
03/10/2015 02:21 AM,34.008396353269084,58.541028729094315,35.58359539298314,0
02/05/2013 06:12 PM,47.26695928211359,43.270684685876276,42.446172057008695,0
07/19/2009 02:41 AM,52.61005061852908,53.618849248018094,41.93620059879257,0
01/11/2018 07:39 PM,38.975520670961814,52.246380549461335,32.3161419184114,0
11/17/2018 04:09 PM,41.151020888697325,36.64556002025887,42.13839290142317,1
01/27/2011 08:57 AM,58.07361499270063,67.200114187414,49.89386222806628,1
04/01/2011 03:12 PM,53.56574559556039,29.217685918273432,27.482119823555095,1
04/22/2018 06:33 AM,61.28497545488244,55.939074039708906,21.468876779047662,1
02/13/2020 06:06 PM,42.87173822149618,70.080045344878,34.559555698892495,0
11/28/2016 02:00 PM,39.63229421156045,44.9921952588221,33.40137926836637,1
08/16/2018 08:55 AM,44.065129301066165,38.89814337307946,29.313886077622538,1
08/17/2013 03:07 AM,55.803518556020535,65.90111676983285,50.9580329649236,0
11/13/2008 12:40 AM,47.137140001658494,25.752027486013745,32.498745855366465,0
10/18/2017 04:00 AM,50.13639724441104,61.93362346151065,52.94675365395929,1
06/18/2014 07:47 PM,38.768558198533995,25.725701289748812,29.981512714014826,0
02/17/2017 03:56 PM,59.726885309109974,44.52173229410283,35.32521896359869,0
04/29/2011 01:17 PM,36.13823834663505,28.327379494035412,56.18139164127907,0
06/10/2014 04:42 PM,60.99035743651205,38.96386160405052,28.024192028170273,1
08/31/2017 02:19 PM,42.21764335294012,36.63094105199007,38.609724692828266,0
12/02/2014 07:51 PM,43.00463260699203,41.8028439374287,23.43641992054775,1
03/15/2008 05:41 AM,35.915800313025244,41.08043197962675,43.95221166777104,1
01/09/2014 11:34 PM,43.08695812079639,42.79176291428479,52.814045724137124,1
11/03/2017 09:16 AM,38.75213178912211,54.45698750320225,53.50757836395883,1
12/29/2013 06:35 AM,52.46002558334766,72.34063756701335,36.439686034840484,0
12/14/2011 08:28 PM,43.97115003424935,32.42948252678584,46.45199191220949,1
01/07/2012 12:16 AM,51.04320938796122,43.86964284875271,49.23294074767895,1
03/01/2019 11:12 PM,47.66473352902317,32.64989119526504,42.58601368323326,1
07/12/2017 10:48 PM,38.79414494260605,64.78229805330679,32.61420500541904,0
